Título,Comentario,Puntaje
Airbnb son unos estafadores!!!,"Airbnb son unos estafadores!!!! su política de ayuda por el coronavirus es una farsa!!!, en el mes de enero de 2020 pague mi hospedaje en su totalidad para viajar del 10 al 15 de abril de 2020 a Cartagena, en marzo el Gobierno de Colombia suspendió todos los vuelos debido al coronavirus, reporte la situación en su debido momento inmediatamente a la anfitriona, la cual me dijo que mi cambio para viajar en noviembre había quedado realizado. Ahora que decido retomar la situación debido a que ya se aperturo los aeropuertos me doy cuenta que la anfitriona adrede (a propósito) no me informó en su momento que debía aceptar la modificación de mi reserva en la plataforma, por lo tanto, Airbnb cobro mi reserva aun sabiendo que había notificado el cambio de viaje por situación ajena a mi voluntad (covid19), y que la mayoría de países tenían estado de emergencia por coronavirus, intente mediar la situación con el Airbnb y no me responden dicen que debo volver a pagar mi hospedaje ¡¡no me quieren responder!! ¡¡Estafadores, no compren servicio de Aribnb son unos ladrones!!! ¡Con esta experiencia me quedo claro que es mejor utilizar plataformas como Booking y Trivago que son plataformas responsables con sus clientes!!!!",Valorada con 1 estrellas sobre 5
No use reserva inmediata…,"Usa siempre airbnb según tus condiciones.Verifica cuidadosamente que no tienes puesto ''reserva inmediata'' por defecto.Manda siempre mensajes a potenciales inquilinos para saber sus circunstancias, especialmente para temporadas largas.Me reservó un chico la hab.un mes con la reserva imediata. No tenia empleo se pasaba toso el dia en la habitación con la puerta cerrada.Menos cuando cocinaba y y iba al baño. Comia en la habitación aunque le habia dicho que comiera en el comedor, guardaba platos sucios y comida debajo de la cama ni respetaba el ordén que tenía en la cocina para colocar las cosas después de fregar. Descolgaba o cubría los espejos con toallas, y ponia la lavadora para un pijama.No hizo nada para integrarse en la casa, no preguntó ni ofreció nada. Dejaba el baño lleno de pelos y nunca limpió nada.No tenía habilidades sociales, cuando hablaba era un monologo de cinco minutos llena de contestaciones en voz alta, no callaba ni si le intentabamos interrumpir para tener una cinversación. Dijo que habia solicitado el ingreso minimo vital y que no tenia dinero. Botella de vodka casi vacía en la habitación.Persona frustrada, negativa y desequilibrada que hizo el mes muy incómodo.Airbnb no contesta mensajes.",Valorada con 3 estrellas sobre 5
Estancia en Limoges terrorifica!!,"Alquile un apartamento en Limoges para la semana del 25 al 30 de agosto a una tal Khadija y en las observaciones de la casa no viene especificado claramente que tienes que compartir tu estancia con dos gatos que se pasean por tu cama y que por la noche maúllan y arañan la puerta de la habitación.  Todo esto con el olor que dejan los animales en casa¡ Fue una noche terrorífica, tuvimos que reservar una habitación de hotel y encima la dueña del piso no nos devolvió el dinero. Airbnb tampoco hizo nada por resolvernos la situación!! No creo que vuelva a utilizar este servicio, me han defraudado!",Valorada con 1 estrellas sobre 5
Cuidado con este Loft Encosta da Lapa,"Me he he alojado varias veces con ellos, y es una lotería, soy profesional del sector y llevo toda mi vida trabajando en hoteles. Si bien es cierto que por un lado te pueden ofrecer una oferta más personalizada, te la juegas en terminos de profesionalidad y servicio con los propietarios. Por ejemplo un alojamiento en Portugal llamado Loft Encosta da Lapa gestionado por un tal Pedro, transformó nuestras vacaciones a este país en una pesadilla, y hay poco que se pueda hacer al respecto, en un hotel hubiera sido diferente en cuanto a asumir responsabilidades dado el caso. Mejor evitar, cuidado con este propietario Loft Encosta da Lapa, tiene buenas reseñas pero solo le importa el dinero, flexibilidad cero.",Valorada con 1 estrellas sobre 5
Engaño,"EngañoLees las opiniones de una casa y todas son perfectas, claro cuando haces la evaluación de la casa que has alquilado, y das tu opinión, si el anfitrión no está de acuerdo no lo publican.",Valorada con 2 estrellas sobre 5
Pues miren aquí en Benidorm Rincon de…,"Pues miren aquí en Benidorm Rincon de Loix una señora española alquila pisos a Jubilados solo y todo el año. Pues todo mentira está señora a mi me a mentido. Le doy todos los papeles para alquilar y Aval pero mi aval no tiene nombre español. Ya no diré más pero dos días me hizo ver el piso bonito todo bien  y quería de verdad que me lo alquilaba. El final está señora prefiere. Belgas. Ingleses que le pagan más, a mi me dijo 500 eur a esta gente 550 o 600 eur. Pues no me lo alquilado me a dicho muchas mentiras por 50 eur más dárselos a los Belgas y sacar más dinero. Si ven ustedes carteles en farolas. No cojer esos papeles esto no es legal y aparte si. Te engaña dis días y luego te dice no. No lo alquilo todo el año veré Con mi hija y más pero todo mentira. Yo estoy dos días mal de lo mal que me a tratado. Cuidadico es una señora rubia y mayor cuidado y los pisos están Edificio Picis. Cuidado no le alquilen. Con migo se a portado muy mal.. Ay muchos pisos en otros sitios y lo más serio las immobiliarias ay ay seriedad. Pondré su photo y el cartel si me permiten pero cuidadito. Para mi un 0 pero 0 y muy mal como señora. Y se dice Murciana. Me daría vergüenza de hacer lo que a echo y aparte es descriminacion racial. Pobre señora. Espero que un día caiga con alguien que vean lo que haces. Espero los tenga también en regla todo, ya que pienso Hacienda no debe de estar al corriente. Ay que ir con la verdad siempre",Valorada con 3 estrellas sobre 5
"Airbnb, como todo boom implosiona y desaparece","Cuando se creo Airbnb fue una idea genial como lo de vuelos lowcost. Ahora bien, parece que esto dejo de ser una realidad para pasar a ser una ficción. Mas concrtamente en el area de Treuen, Alemania cuesta mas una habitacion con un baño compartido de un no-hotel (lease casa particular) que un hotel!!  Donde quedó la idea romantica de quedarte en una casa de un local y pagar poco. Olvidate. Igal al  vuelo low cost, si se suma el valor de todo lo que cobran al final conviene tomar un vuelo de aeroline normal.",Valorada con 1 estrellas sobre 5
Robo dinero.,"Robo dinero.He reservado un piso me han cobrado el dinero y ahora me dice el anfitrión que minimo son x estancias que tengo que cancelar mi reserva ya cuando la había pagado . Llamo a atención al cliente y no me Dan solución, conclusión me han robado 270e. Primera y última vez que reservo algo en esta página",Valorada con 1 estrellas sobre 5
"Fatal,una experiencia horrorosa,hemos…","Fatal,una experiencia horrorosa,hemos perdido 1700 euros por haber hecho una reserva,por culpa del covid no pudimos viajar....fueron incapaces de hacer un cambio de fecha.Por favor utilizan otra aplicación que no sea airbcn porque es como si hablaran con un robot.Una rabia inmensa que plataformas así se aprovechen.Si van a Montreal no reserven apartamento en Luxury in thé Cozy.......ni Parc Avenue Lofs,sus dueños se aprovechan de la situación y demuestran una falta de empatía total.",Valorada con 1 estrellas sobre 5
Anuncios engañosos / servicio al cliente pésimo,"Viendo las malas experiencias que habéis publicado anteriormente, me gustaría añadir la mía y ayudar a otros viajeros.Si tienes algún problema con Airbnb, ni el servicio de atención al cliente, ni el anfitrión te van a ayudar a encontrar una solución y viendo la política de cancelación que tienen no recomiendo utilizar esta plataforma.Cómo habéis comentado una vez anulada la reserva ya no se puede dejar tú opinión del apartamento/habitación alquilada, así que dejó aquí la mía del supuesto apartamento entero situado en Calafell (Cataluña), anfitriona Oksana, cuyo apartamento se anuncia entero, pero está divido en 3, compartido con la anfitriona y 4 huéspedes más en la habitación del lado, con terraza que tienes que pedir permiso para utilizarla y no coincidir con los demás, también dice en el anuncio qué es uno de los pocos sitios qué cuenta con jacuzzi en un lujoso baño verde, para nuestra sorpresa resulta ser una bañera qué se cae a cachos de los años qué tiene.En resumen, una experiencia decepcionante, ya había reservado alguna vez en Airbnb y todo correcto, pero, si tienes algún problema no te dan una solución.",Valorada con 1 estrellas sobre 5
Anfitrión Kangu Andorra,"Para aquellas personas que opten por alquilar apartamento en el Tarter, Andorra anfitrión Kangu Andorra, ojo!Les detallo todos aquellos inconvenientes con los que nos encontramos mi familia y yo este verano:-Problemas con el WiFi, mi marido tenía que trabajar y lo ha tenido que hacer desde la puerta del ascensor-COCINA, falta de menaje: Bandejas o fuentes, tazas  y cucharillas para el desayuno, cafetera, trapos de cocina, manteleria.- BAÑO, una de las toallas decolorada de lejía y tampoco hay alfombra de baño.-Terraza, solo hay una mesa que no está en buen estado y tan solo una silla. Esto nos ha impedido hacer vida en la terraza, que era uno de los motivos por lo que escogimos este apartamento.En los últimos 5 años nos hemos alojado en apartamentos de airbnb y siempre nos hemos sentido como en casa , lamentablemente esta vez no ha sido así.",Valorada con 1 estrellas sobre 5
La peor experiencia vacacional de mi…,"La peor experiencia vacacional de mi vida. Reserve hace meses para ir a san juan, al piso de una tal Mavi, del 1 al 7 de septiembre. En la segunda quincena de julio me dice que por error nos ha alquilado a dos familias el apartamento y que me lo tiene que cambiar a agosto. Reorganizó mis vacaciones y aceptó el cambio. A menos de una semana del viaje me vuelve a decir que me lo tiene que cambiar a septiembre, porque una amiga de su hija a dado positivo en covid, cuando ellos ni viven ahí ni tan siquiera nos iba a dar las llaves en persona ya que me dijo que nos la daria la señora que limpia. Al responderle que no podía volver a cambiar las vacaciones, me lo ha anulado, el dinero pone que tardan 10 días o más en devolverlo, así que nos hemos quedado a cuadros, con un disgusto enorme, los niños llorando, en fin, desastre total, lo peor de lo peor.",Valorada con 1 estrellas sobre 5
La casa a la que fuimos nos vigilaba la…,"La casa a la que fuimos nos vigilaba la anfitriona por videocamaras, lo pusimos en conocimiento de la policia, de airbnb y tapamos las camaras. La señora nos anulo la reserva y nos pidio que nos fueramos con la escusa de que eramos mas huespedes porque llevabamos niños.No puedo dejar reseña negativa ni ponerlo en la plataforma airbnb porque el anfitrión debe dar consentimiento para subir el comentario, por lo que los siguientes inquilinos no pueden ser informados de que estan violando su intimidad.Airbnb sólo les interesa sus anfitriones y a sus clientes les da un pésimo servicio, tuvo 4 días para ayudarnos a buscar una solución y reubicarnos y finalmente no fue así.",Valorada con 1 estrellas sobre 5
AirBnB DESTRUYE LA ECONOMÍA,"AirBnB DESTRUYE LA ECONOMÍAHay que ilegalizar de una vez por todas eatas prácticas inmorales de alquiler de pisos turísticos, solo nos traen gente ruidosa, maleducada y poco pudiente FUERA DE ESPAÑA Y NO VOLVÁIS!!!!!!!",Valorada con 1 estrellas sobre 5
Reservamos un apartamento en Junio al…,"Reservamos un apartamento en Junio al anfitrión Jakub en Praga para ir en septiembre pero con el tema del covid hemos tenido q cancelar la reserva y el anfitrión de los 112 euros q pagamos de anticipo de reserva nos ha devuelto euros acojiendose a la. Política de cancelación, no hemos cancelado x q si sino por el tema del covid y la anulación de vuelos y encima nos dice q no haber reservado. Muy mal comportamiento to por su parte hemos perdido 100euros. No volveré a reservar con airbnb prefiero Booking q te devuelven la reserva",Valorada con 1 estrellas sobre 5
Nos dejaron sin casa EL MISMO DIA que…,"Nos dejaron sin casa EL MISMO DIA que entrabamos en ella, estando en el aeropuerto. No podiamos comentar nada en el tablon de la dueña como queja, porque ya no eramos clientes suyos al haberlo cancelado la dueña la reserva. Airbnb no nos da solución, quedando 4 minipisos en toda la isla. Nunca más.",Valorada con 1 estrellas sobre 5
HASTA NUNCA AIRBNB,"Yo,igual que muchos más,NO RECOMIENDO PARA NADA alquilar con Airbnb.  Nos dejaron sin alojamiento a mi familia, con un niño de 2 años,con dos semanas antes del fin de semana que habíamos alquilado. La anfitriona nos manda un mensaje,con todo el moro del mundo,para decirnos que no está obligada en mantener la reserva y que ha visto ella que hay otros alojamientos.  Unos sinvergüenzas.  En la política de cancelación dicen que si eso pasa,en la página del piso a alquilar aparece una reseña donde especifica que ese piso ha tenido alquileres cancelados por la/el anfitrión. MENTIRA,no aparece ninguna reseña. La gran señora de ha quedado tan contenta y nosotros sin alojamiento.  ¡HASTA MUNCA AIRBNB!",Valorada con 1 estrellas sobre 5
No alquiléis nunca con esta compañía,"Alquilamos un apartamento en San Sebastián, dicho apartamento estaba bastante sucio, en el cuarto principal no había colchón, había una colchoneta de 8cm más larga q el somier, las sabanas que por cierto estaban llenas de arrugas y bolas, eran más pequeñas que dicha colchoneta con lo cual os podéis imaginar el aspecto de la cama,Bueno pues la resolución y comunicación con Airbnb no fue lo satisfactoria que tenía que ser, llegaron incluso a colgarme el teléfono cuando por tercera vez intenté que me solucionaran el tema.No recomiendo en absoluto alquilar nada con dicha compañía.",Valorada con 1 estrellas sobre 5
